kind,prd_cd,frm_cd,code,name,extra,conf
UNCOVERED_PROCESS,PRD_000155,PRF_ACRYL_BALLPEN,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000157,PRF_CLR_ACRYL,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000158,PRF_CLR_ACRYL,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000160,PRF_ACRYL_FREESTAND,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000161,PRF_CLR_ACRYL,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000162,PRF_CLR_ACRYL,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000163,PRF_ACRYL_MINIPART,PROC_000002,UV,,REVIEW
UNCOVERED_PROCESS,PRD_000169,PRF_ACRYL_3DBLOCK_TBD,PROC_000083,가공,,REVIEW
UNCOVERED_PROCESS,PRD_000172,PRF_STN_DIARY_SOFT,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000173,PRF_STN_DIARY_HARD,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000173,PRF_STN_DIARY_HARD,PROC_000023,하드커버무선제본,,REVIEW
UNCOVERED_PROCESS,PRD_000173,PRF_STN_DIARY_HARD,PROC_000076,수축포장,,REVIEW
UNCOVERED_PROCESS,PRD_000174,PRF_STN_DIARY_LHARD,PROC_000023,하드커버무선제본,,REVIEW
UNCOVERED_PROCESS,PRD_000176,PRF_STN_MONTHLY,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000177,PRF_STN_SPRINGNOTE,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000177,PRF_STN_SPRINGNOTE,PROC_000021,트윈링제본,,REVIEW
UNCOVERED_PROCESS,PRD_000177,PRF_STN_SPRINGNOTE,PROC_000076,수축포장,,REVIEW
UNCOVERED_PROCESS,PRD_000178,PRF_STN_SPRINGNOTEBK,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000178,PRF_STN_SPRINGNOTEBK,PROC_000021,트윈링제본,,REVIEW
UNCOVERED_PROCESS,PRD_000179,PRF_STN_MEMOPAD,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000179,PRF_STN_MEMOPAD,PROC_000022,떡제본,,REVIEW
UNCOVERED_PROCESS,PRD_000181,PRF_STN_JUNGCHEOL,PROC_000015,무광라미네이팅,,REVIEW
UNCOVERED_PROCESS,PRD_000181,PRF_STN_JUNGCHEOL,PROC_000018,중철제본,,REVIEW
PROC_MISMATCH,PRD_000016,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000016,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000016,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000016,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000016,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000017,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000017,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000017,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000017,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000017,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000018,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000018,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000018,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000018,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000018,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000019,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000020,PRF_DGP_A,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000021,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000022,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PP_VARTEXT_1EA,가변텍스트,PROC_000031,REVIEW
PROC_MISMATCH,PRD_000026,PRF_DGP_A,COMP_PP_VARIMG_1EA,가변이미지,PROC_000032,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_FOLD_LEAF_3FOLD,접지비 리플렛 3단,PROC_000060;PROC_000067;PROC_000068,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_FOLD_LEAF_4ACC,접지비 리플렛 4단아코디언,PROC_000071,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_FOLD_LEAF_4GATE,접지비 리플렛 4단게이트,PROC_000106,REVIEW
PROC_MISMATCH,PRD_000027,PRF_DGP_E,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_FOLD_LEAF_3FOLD,접지비 리플렛 3단,PROC_000060;PROC_000067;PROC_000068,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_FOLD_LEAF_4ACC,접지비 리플렛 4단아코디언,PROC_000071,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_FOLD_LEAF_4GATE,접지비 리플렛 4단게이트,PROC_000106,REVIEW
PROC_MISMATCH,PRD_000028,PRF_DGP_E,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,PROC_000065;PROC_000066;PROC_000107,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_FOLD_LEAF_4ACC,접지비 리플렛 4단아코디언,PROC_000071,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_FOLD_LEAF_4GATE,접지비 리플렛 4단게이트,PROC_000106,REVIEW
PROC_MISMATCH,PRD_000029,PRF_DGP_E,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000041,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000008;PROC_000009;PROC_000010;PROC_000011;PROC_000012,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_COAT_GLOSSY,유광코팅비,PROC_000014,REVIEW
PROC_MISMATCH,PRD_000042,PRF_DGP_A,COMP_COAT_MATTE,무광코팅비,PROC_000015,REVIEW
PROC_MISMATCH,PRD_000043,PRF_DGP_C,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000044,PRF_DGP_C,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000045,PRF_DGP_C,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000047,PRF_DGP_D,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092,REVIEW
PROC_MISMATCH,PRD_000047,PRF_DGP_D,COMP_PP_CREASE_1L,오시비,PROC_000090,REVIEW
PROC_MISMATCH,PRD_000047,PRF_DGP_D,COMP_PP_PERF_1L,미싱비,PROC_000086,REVIEW
PROC_MISMATCH,PRD_000047,PRF_DGP_D,COMP_PP_CORNER_RIGHT,귀돌이비,PROC_000027;PROC_000028,REVIEW
PROC_MISMATCH,PRD_000051,PRF_DGP_F,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000285,PRF_DGP_INNER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000286,PRF_DGP_INNER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000287,PRF_DGP_INNER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000288,PRF_BOOK_COVER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000289,PRF_DGP_INNER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000290,PRF_BOOK_COVER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000291,PRF_DGP_INNER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
PROC_MISMATCH,PRD_000292,PRF_BOOK_COVER,COMP_PRINT_DIGITAL_S1,디지털인쇄비,PROC_000004,HIGH
ORPHAN_PROC_VALUE,,,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000012/은색,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,PROC_000011/금색,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_FOLD_LEAF_4GATE,접지비 리플렛 4단게이트,PROC_000106/4단대문접지,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_BIND_SSABARI,제본비 싸바리바인더,PROC_000098/싸바리바인더,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_BIND_CAL_WALL,제본비 벽걸이캘린더,PROC_000100/탁상형캘린더제본(220),GLOBAL
ORPHAN_PROC_VALUE,,,COMP_BIND_CAL_WALL,제본비 벽걸이캘린더,PROC_000102/탁상형캘린더제본(미니),GLOBAL
ORPHAN_PROC_VALUE,,,COMP_BIND_CAL_WALL,제본비 벽걸이캘린더,PROC_000101/탁상형캘린더제본(130),GLOBAL
ORPHAN_PROC_VALUE,,,COMP_BIND_CAL_WALL,제본비 벽걸이캘린더,PROC_000099/벽걸이캘린더제본,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_PP_CREASE_1L,오시비,PROC_000090/오시,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_PP_PERF_1L,미싱비,PROC_000086/미싱,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_CUT_PERF_1H6,타공비 (6mm),PROC_000092/1구 4mm 타공,GLOBAL
ORPHAN_PROC_VALUE,,,COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,PROC_000107/반접지,GLOBAL
