siz_cd,siz_nm,work_width,work_height,cut_width,cut_height,margin_top,margin_bot,margin_lft,margin_rgt,impos_yn,use_yn,note,reg_dt,upd_dt,del_yn
SIZ_000322,5000x900,5000.00,900.00,5000.00,900.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000323,900x900,900.00,900.00,900.00,900.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000324,290x90,290.00,90.00,290.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000325,290x190,290.00,190.00,290.00,190.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000326,390x290,390.00,290.00,390.00,290.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000327,590x390,590.00,390.00,590.00,390.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000328,180x420,180.00,420.00,180.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000329,20x30,20.00,30.00,20.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000330,30x30,30.00,30.00,30.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000331,30x40,30.00,40.00,30.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000332,30x70,30.00,70.00,30.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000333,40x40,40.00,40.00,40.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000334,40x50,40.00,50.00,40.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000335,40x60,40.00,60.00,40.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000336,20x20,,,20.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000337,24x24,24.00,24.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000338,34x34,34.00,34.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000339,34x44,34.00,44.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000340,44x44,44.00,44.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000341,44x54,44.00,54.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000342,54x54,54.00,54.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000343,64x64,64.00,64.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000344,70x60,,,70.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000345,74x64,74.00,64.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000346,60x20,,,60.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000347,64x24,64.00,24.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000348,70x25,,,70.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000349,74x29,74.00,29.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000350,80x30,,,80.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000351,84x34,84.00,34.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000352,15x15,15.00,15.00,15.00,15.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000353,25x25,25.00,25.00,25.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000354,35x35,35.00,35.00,35.00,35.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000355,100x100mm원형,100.00,100.00,100.00,100.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000356,100x100mm사각,100.00,100.00,100.00,100.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000357,120x60,120.00,60.00,120.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000358,120x90,120.00,90.00,120.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000359,120x120,120.00,120.00,120.00,120.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000360,120x150,120.00,150.00,120.00,150.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000361,120x180,120.00,180.00,120.00,180.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000362,124x124,124.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000363,124x184,124.00,184.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000364,68x103,68.00,103.00,68.00,103.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000365,120x50,120.00,50.00,120.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000366,40x69mm자물쇠,40.00,69.00,40.00,69.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000367,43x71mm하트자물쇠,43.00,71.00,43.00,71.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000368,59x54mm하트,59.00,54.00,59.00,54.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000369,68x70mm원형,68.00,70.00,68.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000370,60x70,60.00,70.00,60.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000371,60x80,60.00,80.00,60.00,80.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000372,60x90,60.00,90.00,60.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000373,60x100,60.00,100.00,60.00,100.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000374,60x110,60.00,110.00,60.00,110.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000375,130x190,130.00,190.00,130.00,190.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000376,150x216,150.00,216.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000377,90x145,90.00,145.00,90.00,145.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000378,94x149,94.00,149.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000379,144x206,144.00,206.00,144.00,206.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000380,B5 (182X257),182.00,257.00,182.00,257.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-16 19:47:21.844387,N
SIZ_000381,186x261,186.00,261.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000382,216x154,216.00,154.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000383,57x91,57.00,91.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000384,S(75x130mm),75.00,130.00,75.00,130.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000385,85x140,85.00,140.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000386,M(95x166mm),95.00,166.00,95.00,166.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000387,105x176,105.00,176.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000388,L(120x218mm),120.00,218.00,120.00,218.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000389,130x228,130.00,228.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000390,112x112,112.00,112.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000391,110x110,110.00,110.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000392,190x80,190.00,80.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000393,94x193,94.00,193.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000394,110x185,110.00,185.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000395,290x290,290.00,290.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000396,45x45cm,450.00,450.00,450.00,450.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000397,450x450,450.00,450.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000398,280x200,280.00,200.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000399,100x70cm(1인용),1000.00,700.00,1000.00,700.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 14:19:49.955384,N
SIZ_000400,1000x700,1000.00,700.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000401,320x860,320.00,860.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000402,100x150cm(2인용),1000.00,1500.00,1000.00,1500.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 14:18:31.389172,N
SIZ_000403,1500x1000,1500.00,1000.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000404,30x124,30.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000405,30x215,30.00,215.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000406,2x2구,2.00,2.00,2.00,2.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000407,65x100,65.00,100.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000408,205x292,205.00,292.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000409,240x182,240.00,182.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000410,715x315,715.00,315.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000411,160x153,160.00,153.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000412,81x105,81.00,105.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000413,A5용(164x230mm),164.00,230.00,164.00,230.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000414,416x274,416.00,274.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000415,A4용(230x330mm),230.00,330.00,230.00,330.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000416,528x364,528.00,364.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000417,160x230,160.00,230.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000418,230x330,230.00,330.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000419,원형13x13,13.00,13.00,13.00,13.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000420,원형19x19,19.00,19.00,19.00,19.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000421,원형24x24,24.00,24.00,24.00,24.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000422,원형35x35,35.00,35.00,35.00,35.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000423,사각30x30,30.00,30.00,30.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000424,사각67x32,67.00,32.00,67.00,32.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000425,사각78x28,78.00,28.00,78.00,28.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000426,A5,148.00,210.00,148.00,210.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000427,45x102,45.00,102.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000428,17x320,17.00,320.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000429,56x166,56.00,166.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000430,82x128,82.00,128.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000431,74x119,74.00,119.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000432,196x140,196.00,140.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000433,220x300,220.00,300.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000434,260x340,260.00,340.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000435,220x294,220.00,294.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000436,260x374,260.00,374.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000437,440x160,440.00,160.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000438,520x200,520.00,200.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000439,240x334,240.00,334.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000440,290x334,290.00,334.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000441,323x210,323.00,210.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000442,640x230,640.00,230.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000443,640x250,640.00,250.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000444,444x287,444.00,287.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000445,368x544,368.00,544.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000446,412x594,412.00,594.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000447,260x380,260.00,380.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000448,70x100,70.00,100.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000449,100x40,100.00,40.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000450,180x240,180.00,240.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000451,220x530,220.00,530.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000452,260x630,260.00,630.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000453,444x155,444.00,155.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000454,524x195,524.00,195.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000455,744x285,744.00,285.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000456,220x330,220.00,330.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000457,260x390,260.00,390.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000458,210x520,210.00,520.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000459,250x620,250.00,620.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000460,320x820,320.00,820.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000461,380x454,380.00,454.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000462,130x240,130.00,240.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000463,130x194,130.00,194.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000464,140x254,140.00,254.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000465,120x220,120.00,220.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000466,165x187,165.00,187.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000467,200x187,200.00,187.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000468,220x110,220.00,110.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000469,220x190,220.00,190.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000470,220x194,220.00,194.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000471,220x210,220.00,210.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000472,270x214,270.00,214.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000473,220x234,220.00,234.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000474,240x210,240.00,210.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000475,330x660,330.00,660.00,,,5.00,5.00,5.00,5.00,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:40:52.791944,N
SIZ_000476,760x440,760.00,440.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000477,280x610,280.00,610.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000478,380x1010,380.00,1010.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000479,390x910,390.00,910.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000480,430x830,430.00,830.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000481,340x800,340.00,800.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000482,260x300,260.00,300.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000483,530x900,530.00,900.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000484,320x300,320.00,300.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000485,400x1040,400.00,1040.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000486,220x580,220.00,580.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000487,220x780,220.00,780.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000488,360x580,360.00,580.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000489,380x880,380.00,880.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000490,380x690,380.00,690.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000491,440x810,440.00,810.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000492,레더15x30,15.00,30.00,15.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000493,50x30,50.00,30.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000494,레더20x40,20.00,40.00,20.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000495,60x40,60.00,40.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000496,레더30x50,30.00,50.00,30.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000497,80x50,80.00,50.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000498,317x440,317.00,440.00,317.00,440.00,10.00,10.00,10.00,10.00,Y,Y,,2026-06-05 07:13:33.135041,,N
SIZ_000499,316x467,316.00,467.00,306.00,457.00,5.00,5.00,5.00,5.00,Y,Y,,2026-06-05 16:53:38.966165,2026-06-17 04:37:01.388441,N
SIZ_000500,165x115,165.00,115.00,,,,,,,N,Y,,2026-06-05 18:50:31.052837,,N
SIZ_000501,원형10x10,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 10mm (판당 8EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000502,원형15x15,15.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 15mm (판당 8EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000503,원형20x20,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 20mm (판당 6EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000504,원형25x25,25.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 25mm (판당 3EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000505,원형30x30,30.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 30mm (판당 2EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000506,원형40x40,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 40mm (판당 2EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000507,원형45x45,45.00,45.00,45.00,45.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 45mm (판당 1EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000508,원형50x50,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 50mm (판당 1EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000509,원형55x55,55.00,55.00,55.00,55.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 55mm (판당 1EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,,N
SIZ_000510,원형60x60,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,N,Y,"합판도무송/스티커 원형 직경 60mm (판당 1EA — bundle 차원, size 미인코딩). sticker 066 원형 size + GP 가격 공유 siz. round-5 자율 quick win 등록",2026-06-07 06:18:17.847282,2026-06-16 21:18:43.62614,N
SIZ_000511,A7 (74X105),,,74.00,105.00,,,,,N,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000512,B1 (728X1030),,,728.00,1030.00,,,,,Y,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000513,B2 (515X728),,,515.00,728.00,,,,,Y,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000514,B3 (364X515),,,364.00,515.00,,,,,Y,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000515,B4 (257X364),,,257.00,364.00,,,,,Y,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000516,B6 (128X182),,,128.00,182.00,,,,,N,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000517,B7 (91X128),,,91.00,128.00,,,,,N,Y,,2026-06-16 19:47:21.844387,,N
SIZ_000518,100x148,,,,,,,,,Y,Y,판걸이=8.0 / 적용=반칼스티커,2026-06-17 14:38:21.423724,,N
SIZ_000519,90x110,,,,,,,,,Y,Y,판걸이=12.0 / 적용=반칼스티커,2026-06-17 14:38:21.423724,,N
SIZ_000520,A4(210x297mm) 반칼,,,,,,,,,N,Y,판걸이=2.0 / 적용=반칼스티커(058~061) / B02 낱장 SIZ_172와 분리(반칼 전용가),2026-06-17 15:32:02.449927,,N
