prd_cd,prd_nm,current_siz,current_siz_nm,impos_yn,current_paper,target_press_sheet,target_siz,target_paper,action,siz_plate_refs,siz_prodsize_refs,siz_price_refs
PRD_000030,지그재그엽서,SIZ_000142,604x154,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000030,지그재그엽서,SIZ_000143,154x604,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000049,와이드 접지리플렛,SIZ_000186,635x303,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000049,와이드 접지리플렛,SIZ_000188,644x303,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000049,와이드 접지리플렛,SIZ_000190,646x303,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000112,와이드벽걸이캘린더,SIZ_000292,304x629,N,OUTPUT_PAPER_TYPE.03,330x660,SIZ_PROPOSE_3JEOL,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000016,프리미엄엽서,SIZ_000499,316x467,Y,OUTPUT_PAPER_TYPE.01,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,KEEP,1,0,870
PRD_000017,코팅엽서,SIZ_000112,75x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000017,코팅엽서,SIZ_000113,100x100,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000017,코팅엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000017,코팅엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000017,코팅엽서,SIZ_000116,97x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000017,코팅엽서,SIZ_000117,112x172,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000017,코팅엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000018,스탠다드엽서,SIZ_000112,75x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000018,스탠다드엽서,SIZ_000113,100x100,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000018,스탠다드엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000018,스탠다드엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000018,스탠다드엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000019,투명엽서,SIZ_000113,100x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000019,투명엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000019,투명엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000019,투명엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000020,화이트인쇄엽서,SIZ_000113,100x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000020,화이트인쇄엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000020,화이트인쇄엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000020,화이트인쇄엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000021,핑크별색엽서,SIZ_000113,100x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000021,핑크별색엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000021,핑크별색엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000021,핑크별색엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000022,금은별색엽서,SIZ_000113,100x100,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,11,0,3
PRD_000022,금은별색엽서,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000022,금은별색엽서,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000022,금은별색엽서,SIZ_000118,150x212,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,6,0,0
PRD_000024,포토카드,SIZ_000120,57x88,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000025,투명포토카드,SIZ_000120,57x88,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000026,종이슬로건,SIZ_000121,302x102,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000026,종이슬로건,SIZ_000122,402x147,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000023,274x139,Y,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000024,139x274,Y,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000123,202x152,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000125,152x202,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000128,224x174,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000027,2단접지카드,SIZ_000130,174x224,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000028,미니접지카드,SIZ_000131,92x104,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000028,미니접지카드,SIZ_000134,88x106,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000029,3단접지카드,SIZ_000136,300x152,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000029,3단접지카드,SIZ_000138,152x300,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000029,3단접지카드,SIZ_000140,407x139,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000029,3단접지카드,SIZ_000141,139x407,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000031,프리미엄명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000031,프리미엄명함,SIZ_000145,92x57,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000031,프리미엄명함,SIZ_000146,88x54,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000032,코팅명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000032,코팅명함,SIZ_000146,88x54,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000033,스탠다드명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000033,스탠다드명함,SIZ_000146,88x54,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000034,펄명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000035,모양명함,SIZ_000147,100x60,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,3
PRD_000036,미니모양명함,SIZ_000148,60x60,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,4,5,3
PRD_000037,오리지널박명함,SIZ_000008,90x50,Y,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,10,5
PRD_000038,형압명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000039,투명명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000040,화이트인쇄명함,SIZ_000144,92x52,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000041,스탠다드 쿠폰/상품권,SIZ_000149,152x72,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000041,스탠다드 쿠폰/상품권,SIZ_000150,152x79,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000042,프리미엄 쿠폰/상품권,SIZ_000149,152x72,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000042,프리미엄 쿠폰/상품권,SIZ_000150,152x79,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000002,98x98,Y,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,7,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000151,80x104,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000152,86x110,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000153,80x124,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000154,86x130,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000155,90x124,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000156,96x130,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000157,104x104,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000158,66x184,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000159,72x190,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000043,인쇄배경지(OPP봉투타입),SIZ_000160,115x170,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000044,인쇄배경지(투명케이스타입),SIZ_000161,78x78,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000044,인쇄배경지(투명케이스타입),SIZ_000162,78x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000044,인쇄배경지(투명케이스타입),SIZ_000163,78x113,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000044,인쇄배경지(투명케이스타입),SIZ_000164,78x222,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000045,인쇄헤더택,SIZ_000165,84x84,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000045,인쇄헤더택,SIZ_000166,114x84,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000045,인쇄헤더택,SIZ_000167,144x84,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000045,인쇄헤더택,SIZ_000168,164x84,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000046,라벨/택,SIZ_000132,50x90,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,1,3
PRD_000046,라벨/택,SIZ_000148,60x60,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,4,5,3
PRD_000046,라벨/택,SIZ_000169,35x120,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000047,소량전단지,SIZ_000171,152x214,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000047,소량전단지,SIZ_000173,216x303,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000047,소량전단지,SIZ_000175,303x426,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000047,소량전단지,SIZ_000177,306x446,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000048,접지리플렛,SIZ_000178,214x152,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000048,접지리플렛,SIZ_000179,303x216,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000048,접지리플렛,SIZ_000180,302x216,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000048,접지리플렛,SIZ_000181,426x303,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000048,접지리플렛,SIZ_000182,425x303,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000048,접지리플렛,SIZ_000184,424x303,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000068,중철책자,SIZ_000181,426x303,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000068,중철책자,SIZ_000250,150x214,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,8,0,0
PRD_000068,중철책자,SIZ_000251,300x214,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000068,중철책자,SIZ_000252,213x303,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000069,무선책자,SIZ_000250,150x214,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,8,0,0
PRD_000069,무선책자,SIZ_000252,213x303,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000070,PUR책자,SIZ_000250,150x214,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,8,0,0
PRD_000070,PUR책자,SIZ_000252,213x303,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000094,엽서북,SIZ_000114,102x152,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000094,엽서북,SIZ_000115,137x137,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,7,0,0
PRD_000094,엽서북,SIZ_000262,218x160,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000094,엽서북,SIZ_000263,152x102,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000094,엽서북,SIZ_000264,318x110,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000094,엽서북,SIZ_000265,288x145,N,,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000108,탁상형캘린더,SIZ_000282,224x149,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000108,탁상형캘린더,SIZ_000283,134x224,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000109,미니탁상형캘린더,SIZ_000284,94x104,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000109,미니탁상형캘린더,SIZ_000285,152x64,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000110,엽서캘린더,SIZ_000171,152x214,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,3,0,0
PRD_000110,엽서캘린더,SIZ_000282,224x149,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000110,엽서캘린더,SIZ_000283,134x224,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,2,0,0
PRD_000110,엽서캘린더,SIZ_000286,149x149,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000110,엽서캘린더,SIZ_000287,224x134,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000110,엽서캘린더,SIZ_000288,149x304,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000111,벽걸이캘린더,SIZ_000289,214x301,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000111,벽걸이캘린더,SIZ_000290,214x424,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
PRD_000111,벽걸이캘린더,SIZ_000291,304x424,N,OUTPUT_PAPER_TYPE.03,316x467,SIZ_000499,OUTPUT_PAPER_TYPE.01,DELETE_THEN_INSERT_collapse,1,0,0
